grip O -2403.70274539
on O -2612.15292141
their O -2829.77114398
match O -3058.08515075
against O -3296.11918925
Yorkshire I-ORG -3549.81435772
at O -3811.85010376
Headingley I-LOC -4089.11833593
. O -4371.18719656

Hussain I-PER -14.0142352171
, O -33.6975399968
considered O -68.078611667
surplus O -116.602926505
to O -171.006255184
England I-LOC -237.110892025
's O -310.315144901
one-day O -397.531203739
requirements O -488.869652043
, O -584.982043599
struck O -693.996670224
158 O -808.615028683
, O -928.007330395
his O -1055.93084453
first O -1192.85712061
championship O -1341.83148263
century O -1505.40851943
of O -1674.76765313
the O -1848.91147869
season O -2034.31812904
, O -2224.49872264
as O -2423.04837135
Essex I-ORG -2637.05269914
reached O -2864.5582517
372 O -3098.0825981
and O -3337.76408707
took O -3588.8003233
a O -3845.89137582
first O -4111.98519028
innings O -4389.45286084
lead O -4678.29438749
of O -4972.91801105
82 O -5281.44386967
. O -5594.72652105

By O -15.8337272214
the O -36.6326818886
close O -69.1035740044
Yorkshire I-ORG -117.235596081
had O -174.437425685
turned O -245.197560458
that O -323.97728725
into O -413.037760733
a O -508.153050496
37-run O -610.564953355
advantage O -727.120099382
but O -852.67429385
off-spinner O -985.525101415
Such O -1125.72237508
had O -1274.39046656
scuttled O -1427.18094752
their O -1589.13947503
hopes O -1765.8933224
, O -1947.42111303
taking O -2140.90772226
four O -2345.12664155
for O -2556.49085475
24 O -2779.48046281
in O -3008.3456761
48 O -3249.90667358
balls O -3506.26299092
and O -3768.77645083
leaving O -4044.80512269
them O -4331.76404399
hanging O -4622.84535475
on O -4920.53781846
119 O -5223.834014
for O -5534.27550344
five O -5855.51231276
and O -6182.90626463
praying O -6514.42260598
for O -6853.08424123
rain O -7204.95623384
. O -7561.5850192

At O -11.7633378935
the O -28.4919032328
Oval I-LOC -59.628045531
, O -95.5819667913
Surrey I-ORG -145.785259568
captain O -209.332235839
Chris I-PER -287.206023384
Lewis I-PER -374.698720962
, O -466.875065509
another O -571.536183223
man O -687.893085127
dumped O -808.372376497
by O -936.970526875
England I-LOC -1077.26998542
, O -1222.38722292
continued O -1381.08016727
to O -1545.65212546
silence O -1714.34647311
his O -1891.57203319
critics O -2083.81530556
as O -2284.42763303
he O -2493.45775995
followed O -2716.18367106
his O -2947.44079459
four O -3189.43022819
for O -3438.56495569
45 O -3700.6585018
on O -3969.36320084
Thursday O -4247.51575656
with O -4533.55674154
80 O -4833.03047631
not O -5141.04079668
out O -5458.46891649
on O -5782.50818924
Friday O -6116.65029089
in O -6456.66799777
the O -6801.47039651
match O -7156.96857943
against O -7522.1867941
Warwickshire I-ORG -7903.30714682
. O -8289.783282

He O -10.4482961842
was O -28.5830875869
well O -58.1912707588
backed O -102.594773795
by O -155.11713584
England I-LOC -219.340806046
hopeful O -287.730701427
Mark I-PER -368.838401438
Butcher I-PER -451.626692081
who O -543.149284094
made O -646.1148291
70 O -759.968803374
as O -882.191832757
Surrey I-ORG -1020.19146932
closed O -1170.93333875
on O -1328.70142312
429 O -1492.07323933
for O -1662.59034944
seven O -1844.6226715
, O -2031.42893681
a O -2224.29001841
lead O -2428.52495609
of O -2638.54199068
234 O -2854.16275711
. O -3074.54031629

Derbyshire I-ORG -4.52991180101
kept O -22.4622244236
up O -50.1176530844
the O -82.557773604
hunt O -129.793213988
for O -184.173948278
their O -247.722729128
first O -320.274271921
championship O -404.873900648
title O -502.321316659
since O -610.316125021
1936 O -723.914665218
by O -845.632064423
reducing O -971.471853094
Worcestershire I-ORG -1113.50328644
to O -1262.01272333
133 O -1416.54095406
for O -1578.2144787
five O -1750.6833232
in O -1929.02777292
their O -2116.54026921
second O -2313.90055278
innings O -2522.63469244
, O -2736.14277536
still O -2960.86121564
100 O -3197.03258359
runs O -3444.94864533
away O -3705.07506443
from O -3973.24000883
avoiding O -4245.5273427
an O -4526.43150941
innings O -4818.70953222
defeat O -5124.13079819
. O -5434.30885692

After O -13.5117991265
the O -31.9888256988
frustration O -54.5882417363
of O -82.9697546773
seeing O -115.473657083
the O -152.762251348
opening O -202.699324089
day O -263.511151161
of O -330.105075137
their O -405.867045671
match O -492.324800396
badly O -594.063301811
affected O -710.597123091
by O -835.24980338
the O -964.687175527
weather O -1108.14225996
, O -1256.37128765
Kent I-ORG -1420.96188501
stepped O -1600.58422186
up O -1789.92967475
a O -1985.32994393
gear O -2184.85260256
to O -2390.25427504
dismiss O -2599.77833698
Nottinghamshire I-ORG -2825.4940436
for O -3058.95403383
214 O -3298.4328179
. O -3542.66839471

They O -11.7293905616
were O -32.1894234454
held O -63.9302030204
up O -104.979036633
by O -154.146729254
a O -209.369238155
gritty O -268.714136521
84 O -333.662766722
from O -406.649922219
Paul I-PER -492.862566848
Johnson I-PER -588.627007315
but O -693.300199937
ex-England O -805.824529379
fast O -932.492101989
bowler O -1063.28206406
Martin I-PER -1207.41535176
McCague O -1357.1132913
took O -1518.72050184
four O -1691.06002245
for O -1870.54483696
55 O -2062.93188654
. O -2260.07572887

By O -15.8337272214
stumps O -35.9703794949
Kent I-ORG -72.4686014472
had O -118.036630928
reached O -176.921957477
108 O -250.824996312
for O -331.873329053
three O -422.87328489
. O -518.630033478

CRICKET O -12.5117991265
- O -32.527198045
ENGLISH I-MISC -66.2915680821
COUNTY B-MISC -112.161723889
CHAMPIONSHIP I-MISC -168.115042399
SCORES O -237.834229339
. O -312.327884786

LONDON I-LOC -9.6280377091
1996-08-30 O -33.6845495999

Result O -13.5706928155
and O -33.4790637851
close O -65.0593722032
of O -102.421777525
play O -151.364489819
scores O -213.9098769
in O -282.330869209
English I-MISC -363.356442727
county O -458.768441754
championship O -566.246202471
matches O -684.818843333
on O -810.002637136
Friday O -945.289259837
: O -1088.75439104

Leicester I-ORG -14.2187448995
: O -37.0595805216
Leicestershire I-ORG -72.8577214326
beat O -118.469509547
Somerset I-ORG -177.40117303
by O -245.050685224
an O -321.732092268
innings O -409.787355408
and O -503.999761115
39 O -612.007486686
runs O -731.759906048
. O -856.269118161

Somerset I-ORG -12.9963524782
83 O -41.2316070457
and O -76.0390661812
174 O -116.450257151
( O -162.989402961
P. I-PER -224.256538244
Simmons I-PER -287.204264157
4-38 O -355.66542562
) O -430.809065646
, O -510.726648925
Leicestershire I-ORG -606.835876882
296 O -709.147826376
. O -816.631630622

Leicestershire I-ORG -12.6337823988
22 O -37.1640746895
points O -72.6140716842
, O -112.838011932
Somerset I-ORG -169.616166937
4 O -235.413592077
. O -306.38287197

Chester-le-Street I-ORG -9.9457264051
: O -28.5135435328
Glamorgan I-ORG -59.886662856
259 O -97.4625037164
and O -141.610549145
207 O -191.362326408
( O -247.242058511
A. I-PER -317.019705088
Dale I-PER -388.477942296
69 O -470.940763364
, O -558.73205141
H. I-PER -660.251328928
Morris I-PER -771.874943306
69 O -894.503141545
; O -1029.58809858
D. I-PER -1179.11153846
Blenkiron I-PER -1330.31556898
4-43 O -1487.03303504
) O -1650.43297967
, O -1818.60686756
Durham I-ORG -2003.3349702
114 O -2194.26579437
( O -2391.73963539
S. I-PER -2604.20450028
Watkin I-PER -2818.34995581
4-28 O -3038.00884689
) O -3264.35021653
and O -3496.84872873
81-3 O -3734.95097277
. O -3977.81000957

Tunbridge I-PER -4.49095331446
Wells I-PER -20.9937483176
: O -45.5847555329
Nottinghamshire I-ORG -85.3649013392
214 O -131.347768683
( O -183.873652867
P. I-PER -251.127526524
Johnson I-PER -327.933196018
84 O -410.252301061
; O -505.028164896
M. I-PER -613.178381248
McCague O -726.893249446
4-55 O -846.766373202
) O -972.767451797
, O -1103.54247365
Kent I-ORG -1250.67906517
108-3 O -1404.01837824
. O -1562.52954605

London I-LOC -10.2364591826
( O -26.596597602
The O -50.9619271387
Oval I-LOC -89.7348336342
) O -134.679530678
: O -188.299330236
Warwickshire I-ORG -257.821267854
195 O -333.54592701
, O -414.45959142
Surrey I-ORG -511.149863008
429-7 O -614.042856133
( O -723.478866099
C. I-PER -847.812790539
Lewis I-PER -981.765625012
80 O -1129.06091298
not O -1285.44731028
out O -1451.25150701
, O -1621.829647
M. I-PER -1805.7821395
Butcher I-PER -1991.41522264
70 O -2187.84643876
, O -2389.60612186
G. I-PER -2605.74015748
Kersey I-PER -2823.55478372
63 O -3053.55986037
, O -3288.893404
J. I-PER -3539.03739926
Ratcliffe I-PER -3790.86198516
63 O -4054.87702146
, O -4324.22052473
D. I-PER -4608.00251086
Bicknell I-PER -4893.46508763
55 O -5191.73960317
) O -5496.69659728
. O -5806.41038414

Hove I-ORG -4.52991180101
: O -17.6819143246
Sussex I-ORG -43.9611471386
363 O -76.4431014898
( O -115.468072682
W. I-PER -170.805995847
Athey I-PER -227.824509643
111 O -299.77043944
, O -377.044836213
V. I-PER -470.895219366
Drakes I-PER -566.426193149
52 O -674.945983478
; O -795.922532597
I. I-PER -930.62707119
Austin I-PER -1067.01220041
4-37 O -1208.91076519
) O -1357.49180852
, O -1510.84679511
Lancashire I-ORG -1679.86291166
197-8 O -1855.08174975
( O -2036.84360468
W. I-PER -2234.91841158
Hegg I-PER -2434.67380911
54 O -2646.89719102
) O -2865.8030515

Portsmouth I-ORG -12.9963524782
: O -34.6147956789
Middlesex I-ORG -70.0385410752
199 O -120.204519342
and O -176.942702176
426 O -239.284616845
( O -307.754486353
J. I-PER -391.034807495
Pooley I-PER -475.995719268
111 O -575.88404704
, O -681.10084179
M. I-PER -799.691989058
Ramprakash I-PER -919.963726956
108 O -1055.16288086
, O -1195.69050173
M. I-PER -1349.59247512
Gatting I-PER -1505.17503915
83 O -1675.46262675
) O -1852.43269292
, O -2034.17670234
Hampshire I-ORG -2231.82284982
232 O -2435.67171884
and O -2646.09279242
109-5 O -2862.11759784
. O -3082.89919601

Chesterfield I-ORG -13.8037074002
: O -36.229505523
Worcestershire I-ORG -71.6126089348
238 O -113.198433884
and O -161.356463401
133-5 O -215.118224752
, O -273.653929358
Derbyshire O -339.53610006
471 O -411.022002597
( O -488.635859974
J. I-PER -581.060168984
Adams I-PER -685.173777355
123 O -794.800821275
, O -909.756332172
T.O'Gorman O -1028.83423253
109 O -1162.70745276
not O -1305.11725858
out O -1456.94486385
, O -1613.54641236
K. I-PER -1786.23852044
Barnett I-PER -1960.61121914
87 O -2150.17436824
; O -2352.19427614
T. I-ORG -2570.1163221
Moody I-ORG -2799.41386589
6-82 O -3034.71010592
) O -3276.54936278

Bristol I-ORG -12.6337823988
: O -33.8896555201
Gloucestershire I-ORG -67.8133273133
183 O -107.939720644
and O -154.638318542
185-6 O -206.940648275
( O -265.370932848
J. I-PER -338.611669053
Russell I-PER -421.776169873
56 O -517.698161692
not O -622.71126283
out O -737.142163411
) O -857.701018831
, O -983.033817505
Northamptonshire I-ORG -1124.72818586
190 O -1272.62527575
( O -1427.06538248
K. I-PER -1597.59604876
Curran I-PER -1769.80730568
52 O -1955.00737913
; O -2152.66421138
A. I-PER -2364.21895811
Smith I-PER -2586.78493229
5-68 O -2814.86434202
) O -3049.62623031
. O -3289.14491135

CRICKET O -12.5117991265
- O -32.527198045
1997 O -64.7529543268
ASHES I-LOC -106.896122821
INTINERARY I-LOC -156.042421557
. O -209.948305825

LONDON I-LOC -9.6280377091
1996-08-30 O -33.6845495999

Australia I-LOC -9.14482870718
will O -27.1876168794
defend O -49.8493885338
the O -77.295852047
Ashes I-LOC -113.456772426
in O -155.537133742

a O -6.6077968102
six-test O -20.692742304
series O -47.4261662736
against O -83.8796219798
England I-LOC -132.034385848
during O -191.513732116
a O -257.544488681
four-month O -330.871858343
tour O -416.631977789

starting O -14.3483003942
on O -35.4882893154
May O -68.4760655205
13 O -112.171698748
next O -166.688647049
year O -230.613513281
, O -299.312322767
the O -372.795824111
Test I-ORG -454.367099535
and O -542.694507229
County I-ORG -643.979220212
Cricket I-ORG -748.53556043
Board I-ORG -864.661215168

said O -7.30546847861
on O -21.4026254842
Friday O -45.6026113888
. O -74.5593900451

Australia I-LOC -9.14482870718
will O -27.1876168794
also O -55.5882068683
play O -95.5691038303
three O -145.501623887
one-day O -208.949355889
internationals O -276.519477356
and O -350.24674139

four O -11.2852905967
one-day O -36.2663287252
warm-up O -68.5439799503
matches O -111.916511321
at O -163.030630572
the O -218.929441683
start O -286.758502237
of O -360.369659694
the O -438.765509011
tour O -529.594108112
. O -625.179499965

The O -8.06157763058
tourists O -20.4260803133
will O -41.692818064
play O -74.5398627877
nine O -119.704180079
first-class O -172.165110466
matches O -235.720921
against O -308.99676327

English I-MISC -11.5670491226
county O -37.6779496677
sides O -77.1612732404
and O -122.80173938
another O -180.372454964
against O -247.663202285
British I-MISC -326.665446018
Universities I-MISC -410.945878398
, O -500.452347531

as O -8.9220356395
well O -29.4979986351
as O -58.4430167401
one-day O -100.90324679
matches O -154.458356986
against O -217.733498918
the O -285.793332709
Minor I-PER -360.42044415
Counties I-PER -436.728146222
and O -519.102694576

Scotland I-LOC -11.7748790974
. O -28.3022753437

Tour I-MISC -13.2589268272
itinerary O -31.0408513747
: O -57.0189601743

May I-PER -15.8215901392

May O -12.4007678141
13 O -35.6899282379
Arrive I-PER -65.5463663115
in O -102.720671993
London I-LOC -149.064365148

May O -12.4007678141
14 O -35.9123206593
Practice I-PER -65.9911511542
at O -105.253831909
Lord I-LOC -149.675589869
's O -201.196963864

May O -12.4007678141
15 O -35.7773910792
v O -70.2809556994
Duke I-PER -111.351797969
of O -159.646999522
Norfolk I-PER -212.607435546
's O -274.065914276
XI I-LOC -341.886425558
( O -415.878727387
at O -498.109211115
Arundel I-LOC -589.054151708
) O -686.170882849

May O -12.4007678141
17 O -37.0301571496
v O -72.7864878402
Northampton I-LOC -125.198323003

May O -12.4007678141
18 O -37.1253143826
v O -72.9768023063
Worcestershire I-ORG -125.019934907

May O -12.4007678141
20 O -35.9408898115
v O -70.607953164
Durham I-PER -124.172930991

May O -12.4007678141
22 O -36.4349988817
First O -74.4869422348
one-day O -126.054097533
international O -189.074180497
( O -258.222218301
at O -335.111843985
Headingley I-LOC -428.072011641
, O -525.849958259

Leeds I-ORG -11.9963524782
) O -30.5642420212

May O -12.4007678141
24 O -36.6074660777
Second O -74.5099485319
one-day O -125.927642931
international O -188.798264996
( O -257.796841902
at O -334.537006687
The O -418.785768572
Oval I-LOC -517.442107417
, O -620.916225223

London I-LOC -10.2364591826
) O -26.596597602

May O -12.4007678141
25 O -36.49728316
Third O -75.3891183699
one-day O -127.796165525
international O -191.656140346
( O -261.644070007
at O -339.373587548
Lord O -424.449571187
's O -516.581335151
, O -613.48704237
London I-LOC -723.117516723
) O -838.919781624

May O -12.4007678141
27-29 O -30.5858030498
v O -59.8977796406
Gloucestershire I-ORG -105.111894292
or O -160.98851462
Sussex I-ORG -229.992365239
or O -309.658721536
Surrey I-ORG -401.867345622
( O -500.802914251
three O -610.105167975

days O -11.9462019506
) O -30.2008943278

May O -12.4007678141
31 O -37.0928929049
- O -69.1080822008
June O -112.299681528
2 O -163.169143138
v O -225.165546103
Derbyshire O -294.508415165
( O -369.979239067
three O -455.401686064
days O -552.217354481
) O -655.160977738

June O -11.7293905616

June O -11.7293905616
5-9 O -29.2430485447
First O -60.7744188133
test O -104.482199113
match O -158.885763604
( O -219.417282934
at O -287.690390144
Edgbaston I-PER -362.530775003
, O -443.587365496
Birmingham I-LOC -538.1591183
) O -638.902661652

June O -11.7293905616
11-13 O -29.2430485447
v O -57.883647883
a O -92.5790635014
first O -136.277241064
class O -194.77073849
county O -267.407479084
( O -346.172174517
to O -430.815883792
be O -524.02609424
confirmed O -630.084091973
) O -742.270044545

June O -11.7293905616
14-16 O -29.2430485447
v O -57.883647883
Leicestershire I-ORG -102.715891899
( O -154.275080457
three O -216.20095411
days O -289.520049185
) O -368.967099098

June O -11.7293905616
19-23 O -29.2430485447
Second O -60.4524907184
test O -103.838342923
( O -153.352149968
at O -210.607544893
Lord O -275.209405915
's O -346.867047263
) O -424.652643452

June O -11.7293905616
25-27 O -29.2430485447
v O -57.883647883
British I-MISC -98.2357436346
Universities I-MISC -143.866028032
( O -196.076360768
at O -256.04595714
Oxford I-ORG -332.37712319
, O -414.081222197
three O -506.152006299
days O -609.616011821
) O -719.207972184

June O -11.7293905616
28-30 O -29.2430485447
v O -57.883647883
Hampshire I-ORG -102.426385282
( O -153.696067222
three O -215.332434259
days O -288.362022716
) O -367.519566012

July O -11.5262986962

July O -11.5262986962
3-7 O -28.836864814
Third O -60.9427507958
test O -105.225046809
( O -155.635297662
at O -213.787136395
Old I-LOC -287.424554598
Trafford I-LOC -373.995840381
, O -465.343862197
Manchester I-LOC -572.218722153
) O -685.265372657

July O -11.5262986962
9 O -33.4521034729
v O -66.5048496048
Minor I-PER -106.124873386
Counties I-PER -147.425487799
XI O -196.411932225

July O -11.5262986962
12 O -34.1353680473
v O -67.8713787535
Scotland I-LOC -115.870576509

July O -11.5262986962
16-18 O -28.836864814
v O -57.2743722869
Glamorgan I-ORG -101.751521344
( O -152.955614943
three O -214.526393638
days O -287.490393753
) O -366.582348708

July O -11.5262986962
19-21 O -28.836864814
v O -57.2743722869
Middlesex I-ORG -102.751521344
( O -154.955614943
three O -217.526393638
days O -291.490393753
) O -371.582348708

July O -11.5262986962
24-28 O -28.836864814
Fourth O -53.4938970293
test O -90.3273392761
( O -133.288736362
at O -183.991721329
Headingley I-LOC -250.765248267
) O -323.710565753

August O -11.5557424741

August O -11.5557424741
1-4 O -28.8957523698
v O -57.3627036206
Somerset I-ORG -102.383869628
( O -154.131980178
four O -217.027462795
days O -291.316166833
) O -371.73282571

August O -11.5557424741
7-11 O -28.8957523698
Fifth O -53.582228363
test O -90.4451143876
( O -133.435955252
at O -184.168383996
Trent I-LOC -250.971354712
Bridge I-LOC -330.515547929
, O -414.836477179
Nottingham I-LOC -514.099282069
) O -619.533877506

August O -11.5557424741
16-18 O -28.8957523698
v O -57.3627036206
Kent I-ORG -102.19122455
( O -153.746690022
three O -215.66884059
days O -288.984212578
) O -368.427539406

August O -11.5557424741
21-25 O -28.8957523698
Sixth O -53.582228363
test O -90.4451143876
( O -133.435955252
at O -184.168383996
The O -242.409409841
Oval I-LOC -315.058012644
, O -392.52439441
London I-LOC -480.586876978
) O -574.821150094
. O -674.308809979

SOCCER O -11.1112611969
- O -29.7261221858
SHEARER I-LOC -58.2583953874
NAMED I-LOC -93.7937988302
AS O -144.612741744
ENGLAND I-LOC -207.566205376
CAPTAIN I-LOC -277.522799248
. O -352.238978653

LONDON I-LOC -9.6280377091
1996-08-30 O -33.6845495999

The O -8.06157763058
world O -27.2625094445
's O -53.5192215845
costliest O -83.8983231898
footballer O -118.39981426
Alan I-PER -167.991864883
Shearer I-PER -219.264506137
was O -277.952810737
named O -349.940332851
as O -430.296910074
the O -515.438179157
new O -610.545498405
England I-LOC -717.354125815
captain O -836.951282724
on O -963.656186591
Friday O -1100.46391936
. O -1242.02844487

The O -8.06157763058
26-year-old O -23.6003039448
, O -43.9129735124
who O -73.0502407366
joined O -115.883292151
Newcastle I-ORG -174.75598515
for O -241.372961758
15 O -319.200320231
million O -406.501070474
pounds O -506.880933546
sterling O -622.056116483
( O -743.359254259
$ O -873.765220934
23.4 O -1009.77491944
million O -1155.25800972
) O -1306.86905484
, O -1463.25404321
takes O -1633.78227475
over O -1813.83103204
from O -2001.91831462
Tony I-PER -2205.44408005
Adams I-PER -2420.65914485
, O -2640.55785661
who O -2869.83568976
led O -3111.50674432
the O -3357.96249075
side O -3616.69898386
during O -3886.71622367
the O -4161.51815533
European I-MISC -4448.53562592
championship O -4747.84436478
in O -5053.04638462
June O -5369.42481449
, O -5690.57718762
and O -6017.88670332
former O -6356.03070947
captain O -6706.91940942
David I-PER -7071.06216765
Platt I-PER -7436.88551651
. O -7807.37536184

Adams I-PER -14.4996620443
and O -36.0515929648
Platt I-LOC -62.7626010906
are O -98.6854914837
both O -146.82500763
injured O -207.660307968
and O -274.652750872
will O -350.547428844
miss O -441.044781602
England I-LOC -543.243442523
's O -652.541719478
opening O -774.985068926
World I-MISC -909.840354505
Cup I-MISC -1052.3965198
qualifier O -1208.91999054
against O -1375.18116878
Moldova I-LOC -1557.51288898
on O -1746.49959783
Sunday O -1946.30945108
. O -2150.87609709

Shearer I-ORG -4.52991180101
takes O -23.6466489948
the O -47.9631400484
captaincy O -76.4020205671
on O -111.452054026
a O -152.556903765
trial O -206.740866333
basis O -274.527503688
, O -347.088084297
but O -428.647713346
new O -520.173392561
coach O -624.347550252
Glenn I-PER -735.088985592
Hoddle I-PER -847.511011563
said O -966.595229198
he O -1094.65177
saw O -1236.06305807
no O -1387.71946893
reason O -1553.65662647
why O -1733.87453071
the O -1918.87712681
former O -2114.71421337
Blackburn I-ORG -2326.59094151
and O -2545.22380192
Southampton I-ORG -2777.98389262
skipper O -3015.46536249
should O -3264.67916693
not O -3522.42955696
make O -3791.94973177
the O -4066.25459843
post O -4353.99221488
his O -4650.26104375
own O -4958.8846199
. O -5272.26498879

" O -7.06686707754
I O -23.6548496828
'm O -53.2016508843
sure O -98.0291987771
there O -153.528684118
wo O -224.045881745
n't O -305.565841316
be O -395.65230206
a O -491.793579084
problem O -600.893674704
, O -714.767713578
I O -837.982332393
'm O -974.155769803
sure O -1125.60995391
Alan I-PER -1292.15469756
is O -1468.31601821
the O -1649.81655444
man O -1843.01287486
for O -2043.35448918
the O -2248.48079537
job O -2467.20977634
, O -2690.71270057
" O -2920.72951134
Hoddle O -3158.09278821
said O -3402.20855303
. O -3651.0811106

" O -7.06686707754
There O -26.1095896061
were O -53.7024188699
three O -91.2468712287
or O -138.854839562
four O -197.195117963
people O -265.67863953
who O -342.986758755
could O -430.737681428
have O -527.122612095
done O -637.302862625
it O -755.974652271
but O -883.645490359
when O -1021.13764352
I O -1167.97037662
spoke O -1328.94635289
to O -1495.801343
Alan I-PER -1677.74689266
he O -1869.55250414
was O -2069.41859898
up O -2278.59274786
for O -2494.91219065
it O -2719.72317255
and O -2950.69129701
really O -3194.86977884
wanted O -3452.40300795
it O -3718.42777616
. O -3989.20933714

" O -7.06686707754
In O -24.4990920133
four O -52.6636270155
days O -92.2213834382
it O -140.270678977
's O -195.375754841
very O -262.106225569
difficult O -342.351908241
to O -428.476604755
come O -527.249779744
to O -631.901968576
a O -742.608973687
100 O -864.768906465
percent O -996.288340045
conclusion O -1131.93016309
about O -1277.68280783
something O -1437.45316485
like O -1609.43387923
this O -1790.86752128
... O -1984.4444065

but O -9.55202897127
he O -27.7023929727
knows O -49.9751464393
how O -85.0432197699
to O -125.990306942
conduct O -171.05978358
himself O -229.146972502
, O -292.008104679
his O -363.400449278
team O -445.919735233
mates O -532.561410653
respect O -634.220798359
him O -746.688444984
and O -865.313234176
he O -992.355822811
knows O -1123.52080091
about O -1264.7966007
the O -1410.85709235
team O -1568.04452536
situation O -1738.83463315
even O -1922.58355953
though O -2120.12780578
he O -2326.08985148
plays O -2546.65457196
up O -2776.52734647
front O -3020.41783328
. O -3269.06511283
" O -3524.22627893

Shearer I-ORG -4.52991180101
's O -16.5591861535
Euro I-MISC -45.3811501786
96 I-MISC -85.8736202723
striking O -141.420858652
partner O -211.41852257
Teddy I-PER -287.983464139
Sheringham I-PER -366.228996339
withdrew O -459.664978944
from O -561.694010569
the O -668.507734053
squad O -788.017241727
with O -915.415178669
an O -1051.42994846
injury O -1200.65507562
on O -1356.49135571
Friday O -1522.4304647
. O -1693.12636645

He O -10.4482961842
will O -29.9793630233
probably O -62.943179647
be O -104.473497444
replaced O -161.284561933
by O -226.21448543
Shearer I-ORG -299.232183007
's O -379.904650613
Newcastle I-ORG -473.382420414
team O -578.586121273
mate O -699.222596419
Les I-PER -826.426349214
Ferdinand I-PER -955.31069264
. O -1088.86153253

BASKETBALL O -15.8337272214
- O -39.1710542347
INTERNATIONAL O -70.2845075469
TOURNAMENT O -109.174087158
RESULT O -161.759450959
. O -219.101607513

